"Product","Blackbox flight data recorder by Nicholas Sherlock"
70320,70969694,17,-29,-10,-4,-19,-62,34,-107,-1,0,0,6,3,-12,1368,1,0,-2,367,2264,2422,530,-11,20,5,8,20,-13,-1822,48,868,335,1191,781,1096,676,890,833,701,1,7,0,1,1,9,480373853,116405799,5794,949,2517,0.05483183307248934,1.0807510801448288,0.22741602447038733,46,-155,-72,1,0,-2,36.7,12,-20,-7,-6.038208350564105,579.3999838430303,-13.036266399051726,14.36677422777525,65.14711626591436
70336,70971696,-6,-46,-5,-3,-20,-63,-60,-106,0,0,0,6,3,-12,1367,1,0,-2,366,2390,2529,530,5,30,1,15,54,-3,-1679,-56,717,531,1432,518,916,655,912,820,723,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05501810241889346,1.0819230840660337,0.2273743661923362,-69,-172,-68,1,0,-2,36.6,-4,-30,-3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70352,70973697,-22,-51,3,-4,-21,-63,-89,-71,0,0,0,5,3,-11,1367,1,0,-2,365,2390,2529,530,16,34,-4,15,21,-12,-2117,-27,771,683,1447,470,791,641,929,817,723,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.055319469929811745,1.0833664682035842,0.22763561355518647,-115,-143,-60,1,0,-2,36.5,-15,-34,2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70368,70975700,-19,-41,0,-4,-23,-63,-36,11,0,0,0,5,3,-11,1366,1,0,-2,364,2390,2529,530,14,27,-2,-1,11,21,-2137,-61,755,741,1174,753,714,644,912,798,739,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.0556004952283282,1.084580760280378,0.22783301066242867,-59,-53,-63,1,0,-2,36.4,-13,-27,0,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70384,70977700,1,-9,0,-5,-24,-62,41,125,0,0,0,4,4,-12,1364,1,1,-2,362,2390,2529,530,0,7,-2,-9,-26,-6,-2077,132,570,826,716,1206,623,654,929,820,728,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05566556013330602,1.085196072240814,0.22775933473001775,37,92,-62,1,1,-2,36.2,1,-6,0,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70400,70979703,9,34,-3,-4,-23,-63,67,233,0,0,0,4,4,-12,1363,1,1,-2,360,2390,2529,530,-6,-22,0,-13,-39,-15,-2115,96,500,1040,367,1561,388,644,890,829,723,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05549168447059222,1.0848612012691627,0.22770789378894563,72,244,-66,1,1,-2,36,7,23,-2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70416,70981703,18,57,-11,-4,-22,-63,59,191,0,0,0,3,3,-12,1362,1,1,-2,359,2390,2529,530,-12,-37,6,0,-40,34,-1989,71,491,986,411,1544,406,647,882,836,709,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.055407893054493396,1.0839548348913903,0.22731486557533476,73,226,-74,1,1,-2,35.9,13,38,-8,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70432,70983705,-1,44,-9,-4,-20,-64,-34,42,0,0,0,3,3,-12,1361,1,1,-2,358,2390,2529,504,1,-28,4,10,0,-13,-2110,114,490,896,919,1024,498,655,901,817,694,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05575122886350967,1.0834102001598995,0.2269588300862475,-39,66,-73,1,1,-2,35.8,0,29,-6,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70448,70985707,-7,31,-5,-4,-19,-64,-61,-54,0,0,0,3,3,-13,1360,0,0,-2,358,2390,2529,504,5,-20,2,26,1,1,-2148,40,511,757,1180,752,647,674,901,833,685,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05600309264222416,1.0831512928355784,0.226847926676907,-72,-42,-69,0,0,-2,35.8,-5,20,-4,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70464,70987708,-21,1,-3,-4,-18,-64,-61,-150,0,0,0,3,3,-13,1360,0,0,-2,358,2390,2529,504,15,0,0,-9,-12,2,-2012,285,693,554,1438,485,861,665,901,833,688,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05694518065443703,1.0834044737447894,0.22641372992537967,-86,-167,-67,0,0,-2,35.8,-15,0,-2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70480,70989710,3,-18,-14,-4,-19,-65,43,-152,0,0,0,4,4,-11,1359,1,1,-2,357,2390,2529,504,-2,12,7,-23,42,6,-1711,66,617,247,1257,701,1123,655,890,822,694,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.057433529599010304,1.0840110804920657,0.22577697125305196,42,-189,-79,1,1,-2,35.7,3,-11,-9,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70496,70991713,2,-43,6,-4,-20,-65,12,-149,0,0,1,4,4,-11,1357,1,1,-2,354,2411,2779,504,-1,28,-6,13,23,-5,-1829,181,752,300,1316,555,1138,645,915,822,698,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05734396329562685,1.0851447808558554,0.22586039265074032,10,-212,-58,1,1,-2,35.4,2,-27,4,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70512,70993713,18,-41,-4,-4,-21,-65,74,-61,0,0,2,3,3,-11,1356,1,1,-2,354,2411,2779,504,-11,27,1,-14,38,1,-1762,82,760,300,1018,887,1099,629,888,811,718,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05719397563232816,1.0861999294930467,0.2255975201538334,88,-123,-67,1,1,-2,35.4,12,-26,-3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70528,70995714,3,-42,-11,-3,-22,-65,-25,-28,0,0,2,3,3,-11,1356,1,1,-2,354,2411,2779,504,-1,28,6,12,22,13,-1856,35,574,560,1191,743,812,626,926,798,718,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05766688497819953,1.087446827842092,0.2250078522442518,-25,-92,-74,1,1,-2,35.4,2,-27,-8,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70544,70997716,-3,-38,1,-3,-24,-65,-34,24,0,0,1,3,3,-12,1356,0,0,-2,354,2411,2779,504,2,25,-3,9,5,-32,-2167,-8,647,712,1093,797,703,619,926,804,726,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05755524024983354,1.0886712373919811,0.22518287164287276,-40,-38,-63,0,0,-2,35.4,-2,-25,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70560,70999718,-6,-3,5,-4,-24,-65,-34,126,0,0,0,3,3,-12,1355,0,0,-2,353,2411,2779,504,4,2,-5,-13,-14,32,-2016,-76,541,981,832,1044,445,625,917,798,726,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.057185084936786416,1.0891183131474946,0.22571396974851243,-44,99,-60,0,0,-2,35.3,-4,-2,3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70576,71001719,-4,21,-4,-4,-24,-65,5,164,0,0,0,3,3,-12,1355,0,0,-2,353,2411,2779,504,3,-13,1,-5,-41,-21,-2182,-70,558,1005,656,1254,384,629,912,833,704,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05713126803244641,1.089079626722103,0.2258467599684879,-3,161,-69,0,0,-2,35.3,-3,13,-3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70592,71003722,7,59,1,-4,-23,-65,35,207,0,0,0,3,3,-12,1354,0,0,-2,353,2411,2779,504,-4,-37,-3,5,-40,-3,-1959,-208,491,1088,414,1476,317,634,880,833,693,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05624605567885122,1.088182381492727,0.2266145991766555,38,243,-64,0,0,-2,35.3,4,37,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70608,71005722,4,59,2,-3,-21,-65,17,113,0,0,0,3,3,-12,1354,0,0,-2,353,2411,2779,504,-2,-38,-3,0,-36,7,-1916,-57,518,957,623,1265,451,649,877,836,683,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05568816685842995,1.0872124633681775,0.22712688076131204,18,151,-63,0,0,-2,35.3,2,38,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70624,71007725,-7,48,-3,-3,-19,-66,-30,-16,0,0,0,3,3,-12,1354,0,0,-2,353,2411,2779,504,6,-30,0,13,7,-13,-1915,-76,582,796,1007,901,593,638,885,820,670,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.055600755837259264,1.0864702402533541,0.2274211370956678,-40,13,-69,0,0,-2,35.3,-6,30,-2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70640,71009725,-7,12,4,-4,-18,-66,-24,-161,0,0,0,3,3,-13,1354,0,0,-2,353,2411,2779,522,5,-7,-5,-1,11,4,-1903,-35,575,456,1324,558,960,654,890,833,670,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05530376504399566,1.0865396481844005,0.22792162654171122,-35,-167,-62,0,0,-2,35.3,-5,7,3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70656,71011727,2,-29,3,-4,-19,-66,16,-211,0,0,0,3,3,-13,1354,0,0,-2,353,2247,1910,522,-1,19,-4,-12,27,-7,-1778,64,757,191,1406,482,1220,651,890,831,671,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05511113231528818,1.087333586597829,0.2280974209998643,14,-259,-63,0,0,-2,35.3,1,-19,2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70672,71013728,-3,-45,-13,-4,-20,-66,7,-183,0,0,0,3,3,-11,1354,0,0,-2,353,2247,1910,522,3,29,7,-7,33,29,-1516,-18,604,208,1442,508,1143,633,896,822,698,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.055788653595025765,1.0883312626113497,0.22745084146850036,0,-248,-79,0,0,-2,35.3,-3,-29,-9,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70688,71015730,16,-50,-1,-3,-21,-67,45,-90,0,0,1,3,3,-11,1354,0,0,-2,353,2247,1910,522,-10,33,-1,5,32,-35,-1656,62,628,286,1147,755,1114,638,909,802,696,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05554148450686354,1.08965055224854,0.22733169427759048,58,-161,-67,0,0,-2,35.3,10,-33,-1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70704,71017732,15,-45,0,-3,-23,-67,35,-1,0,0,2,3,4,-11,1353,0,1,-2,353,2247,1910,522,-10,30,-2,-16,23,17,-1741,-186,486,481,989,905,922,617,904,804,719,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05480106399535603,1.091007023809367,0.2277088285504396,47,-69,-65,0,1,-2,35.3,10,-29,0,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70720,71019733,-7,-22,-1,-3,-24,-67,-67,76,0,0,1,3,4,-11,1353,0,1,-2,351,2247,1910,522,5,15,-1,31,-2,-4,-1869,-52,429,897,1036,858,497,601,923,802,708,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.054832983196366564,1.0919192014865813,0.22783091923909726,-77,30,-67,0,1,-2,35.1,-5,-14,-1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70736,71021735,-12,-10,-1,-3,-24,-67,-51,95,0,0,1,3,4,-12,1353,0,1,-2,352,2247,1910,522,8,7,-1,-5,-8,-7,-2088,-28,446,935,958,940,457,621,917,802,714,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05498001077773926,1.0926192690885943,0.2279426098656394,-66,61,-67,0,1,-2,35.2,-8,-6,-1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70752,71023736,-6,31,1,-3,-24,-67,2,193,0,0,0,3,4,-12,1354,0,1,-2,353,2247,1910,522,4,-20,-3,-10,-41,13,-1933,-9,469,1093,583,1315,310,628,906,833,698,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.054783822355499556,1.092307817656551,0.22829154843358523,-7,200,-66,0,1,-2,35.3,-4,21,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70768,71025738,10,47,5,-3,-23,-67,43,157,0,0,0,3,3,-13,1353,0,1,-2,353,2247,1910,522,-6,-30,-5,-6,-41,-32,-2011,77,590,956,504,1381,459,634,890,836,686,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05420670261205878,1.0915915886629959,0.2286968683994406,50,181,-62,0,1,-2,35.3,6,31,3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70784,71027739,14,64,-7,-3,-21,-67,51,123,0,0,0,3,3,-13,1352,0,1,-2,352,2247,1910,522,-9,-41,2,-14,-24,30,-1812,39,539,879,533,1392,486,629,867,843,677,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05389533466005386,1.0904448752666434,0.22867905687762935,62,166,-74,0,1,-2,35.2,9,42,-4,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70800,71029741,13,44,5,-3,-19,-67,18,-23,0,0,0,4,3,-13,1352,1,0,-2,351,2247,1910,522,-9,-28,-6,5,-21,-28,-1859,27,652,651,882,998,756,640,877,845,661,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.053066497994039646,1.0897048320489784,0.22924457641353246,28,2,-62,1,0,-2,35.1,10,28,4,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70816,71031742,-6,17,2,-2,-18,-67,-59,-118,0,0,0,4,3,-13,1352,1,0,-2,351,2374,1392,522,4,-10,-3,21,23,11,-1784,-83,664,598,1299,593,797,655,872,847,667,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05276637365387932,1.0895554549415443,0.22970364106639973,-67,-119,-65,1,0,-2,35.1,-3,10,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70832,71033744,-12,-17,-10,-3,-18,-67,-58,-205,0,0,0,4,3,-13,1352,1,0,-2,351,2374,1392,513,9,11,4,3,21,11,-1696,130,629,360,1560,376,992,648,893,817,682,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05355401490209613,1.0901090238413587,0.2291808043259227,-73,-240,-77,1,0,-2,35.1,-8,-11,-6,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70848,71035746,-8,-49,-5,-3,-19,-68,-12,-207,0,0,0,4,3,-13,1352,1,0,-2,352,2374,1392,513,6,32,1,-13,49,-9,-1694,71,686,206,1524,398,1160,628,877,804,674,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05400508458365843,1.0913600949530937,0.2289081699628257,-23,-275,-73,1,0,-2,35.2,-5,-32,-3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70864,71037747,1,-67,4,-3,-21,-68,21,-176,0,0,0,3,3,-11,1352,1,0,-2,352,2374,1392,513,0,44,-5,6,41,-9,-1815,222,608,165,1407,480,1236,622,906,813,696,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05415754688055855,1.0931320572907577,0.22876416568193747,19,-264,-64,1,0,-2,35.2,1,-44,3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70880,71039749,15,-52,6,-3,-23,-68,65,-8,0,0,0,3,3,-11,1352,1,0,-2,352,2374,1392,513,-10,34,-6,-23,17,-23,-1828,214,510,404,949,929,1008,605,888,804,704,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05385185722651242,1.0946303435194884,0.22873773496243555,77,-83,-62,1,0,-2,35.2,11,-34,4,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70896,71041750,13,-25,5,-2,-24,-68,22,113,0,0,-1,3,3,-13,1352,0,0,-2,351,2374,1392,513,-8,17,-5,4,-11,35,-1792,-12,336,762,760,1125,640,594,901,817,701,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05324328844928724,1.095651128842346,0.22907747487747354,33,64,-64,0,0,-2,35.1,8,-17,3,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70912,71043753,3,6,-8,-2,-24,-68,-32,185,0,0,-2,3,3,-13,1351,0,0,-2,351,2374,1392,513,-1,-4,3,21,-19,-15,-2018,38,312,1047,710,1224,300,622,893,813,704,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.0534346830703069,1.0960221603790723,0.22879785165835465,-31,167,-78,0,0,-2,35.1,1,4,-5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70928,71045753,-9,30,-1,-2,-24,-68,-61,163,0,0,-1,4,4,-12,1351,1,1,-2,351,2374,1392,513,6,-19,-2,-2,-9,5,-2035,16,316,1142,768,1138,232,619,896,783,698,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05343804466106292,1.0958843744949298,0.22899958082430327,-72,169,-70,1,1,-2,35.1,-5,20,0,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70944,71047755,-6,39,-3,-2,-23,-69,-20,116,0,0,0,4,4,-12,1351,1,1,-2,351,2374,1392,513,5,-25,0,-5,-39,-13,-2311,169,458,989,758,1153,381,610,893,831,686,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05352188451526519,1.0950120901926927,0.2291017787487437,-28,132,-72,1,1,-2,35.1,-4,26,-2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70960,71049756,7,40,1,-2,-21,-69,44,40,0,0,1,3,4,-11,1351,1,1,-2,350,2374,1392,513,-4,-25,-3,-23,-7,-14,-2135,108,574,710,744,1148,676,624,880,836,670,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05322452450854329,1.0945183473676434,0.22927465268328007,49,59,-67,1,1,-2,35,5,26,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70976,71051758,13,36,7,-2,-20,-68,45,9,0,0,1,3,4,-11,1350,1,1,-2,350,2386,1511,513,-8,-23,-7,-2,-43,24,-1781,29,556,645,782,1083,763,629,852,847,662,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.052389892687420905,1.09398758953421,0.2298846218886581,56,25,-60,1,1,-2,35,9,24,5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
70992,71053759,10,24,2,-2,-19,-68,7,-55,0,0,0,3,5,-13,1350,0,1,-2,349,2386,1511,513,-6,-15,-3,17,12,-10,-1753,9,730,569,1009,876,816,632,865,833,662,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05187480842684406,1.0935959899623342,0.2302150601935784,15,-50,-66,0,1,-2,34.9,6,16,1,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71008,71055761,-2,-11,-7,-2,-19,-68,-42,-148,0,0,-1,3,5,-13,1349,0,1,-2,348,2386,1511,513,2,8,3,14,37,7,-1734,-44,674,420,1382,538,925,634,885,826,662,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.0520372682254165,1.0940299987453774,0.23008442590110612,-46,-178,-76,0,1,-2,34.8,-2,-7,-5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71024,71057762,-19,-38,-3,-2,-20,-68,-72,-177,0,0,-2,3,3,-13,1349,0,1,-2,348,2386,1511,513,13,25,0,-5,48,-24,-1854,12,716,409,1573,335,946,625,890,809,682,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05253526327484072,1.0950727992994773,0.23001956904203613,-93,-235,-73,0,1,-2,34.8,-13,-24,-2,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71040,71059764,-3,-65,7,-2,-22,-68,16,-175,0,-1,-1,3,3,-13,1349,0,1,-2,348,2386,1511,530,2,43,-7,-21,29,0,-1860,-87,614,182,1409,461,1212,610,885,789,693,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.0520742202737924,1.0968327983786723,0.23057648235624484,11,-263,-62,0,1,-2,34.8,-2,-42,5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71056,71061766,11,-57,6,-2,-23,-68,56,-59,0,-1,-1,3,3,-12,1348,0,1,-2,347,2386,1511,530,-7,37,-7,0,24,4,-1941,12,444,310,1074,790,1082,596,906,806,694,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05146372142749658,1.0985279555767216,0.23096261883528602,65,-140,-63,0,1,-2,34.7,7,-36,5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71072,71063768,19,-31,7,-2,-25,-67,55,89,0,-1,0,3,3,-12,1347,0,0,-2,345,2386,1511,530,-13,21,-7,-12,-8,-18,-1973,-153,262,619,726,1122,773,596,893,817,698,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.050310381207316374,1.099810336844794,0.23168101661999163,72,32,-60,0,0,-2,34.5,13,-21,5,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71088,71065769,14,14,-10,-1,-25,-67,13,234,0,0,0,3,3,-13,1346,0,0,-2,345,2386,1511,530,-9,-8,5,7,-37,45,-1855,-275,202,1034,488,1426,292,602,870,822,713,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.049807326059146874,1.1000636163251225,0.23180090917629226,26,223,-77,0,0,-2,34.5,9,8,-7,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71104,71067771,-14,37,-13,-1,-24,-68,-89,210,0,0,0,3,3,-13,1347,0,0,-2,346,2386,1511,530,10,-24,7,27,-13,-34,-1953,-153,251,1393,859,1308,158,606,885,800,685,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.05026082176990747,1.0997517951417912,0.23161778295660707,-104,223,-81,0,0,-2,34.6,-10,24,-9,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71120,71069772,-16,40,9,-1,-23,-68,-72,88,0,0,0,3,3,-12,1347,0,0,-2,346,2386,1511,530,11,-25,-9,0,-6,-8,-2098,-51,363,1067,895,952,331,610,890,800,677,1,7,0,1,1,9,480373827,116405676,5795,958,2525,0.0498213090385697,1.0994033697735257,0.23249857268580154,-89,105,-59,0,0,-2,34.6,-11,25,7,-6.327329318087891,579.4999816243479,-13.953578970971009,15.321144291424806,65.60781534707951
71136,71071774,-3,33,4,-2,-22,-68,19,1,0,0,0,3,3,-12,1346,0,0,-2,345,2326,2607,530,3,-21,-5,-19,-34,-12,-2081,32,502,686,880,980,696,621,885,806,665,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.04952525436290688,1.0990789804245473,0.23292734262089,14,12,-64,0,0,-2,34.5,-3,21,3,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
71152,71073775,10,27,6,-2,-21,-68,60,-35,0,0,0,3,3,-13,1345,0,0,-2,344,2326,2607,530,-6,-17,-6,-16,-16,21,-1687,77,545,509,852,997,877,625,862,838,661,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.04893747341690933,1.0987204067549068,0.23335013669951188,68,-29,-62,0,0,-2,34.4,6,17,4,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
71168,71075776,20,10,0,-1,-20,-67,69,-75,0,0,0,3,3,-13,1344,0,0,-2,343,2326,2607,530,-13,-6,-2,-8,0,-1,-1469,-30,570,352,931,936,1006,625,855,845,664,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.04832700892435059,1.0985144876567685,0.2335258193097065,88,-85,-67,0,0,-2,34.3,13,6,0,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
71184,71077778,16,1,0,-1,-20,-67,20,-72,0,0,0,4,4,-11,1344,1,1,-2,343,2326,2607,530,-10,0,-2,16,20,-17,-1541,-43,718,439,1039,825,919,624,862,836,668,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.04784095023351744,1.098517834418993,0.2336792596944015,35,-91,-67,1,1,-2,34.3,11,1,0,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
71200,71079780,-6,-28,-8,0,-21,-68,-79,-133,0,0,1,4,4,-11,1344,1,1,-2,343,2326,2607,530,5,18,4,21,53,-1,-1625,-32,644,485,1451,442,845,621,890,824,670,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.048237084811864984,1.0992730988218544,0.2334093898445122,-85,-182,-75,1,1,-2,34.3,-4,-17,-6,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
71216,71081781,-24,-54,7,-1,-22,-68,-93,-159,0,0,0,3,4,-13,1344,1,1,-2,343,2326,2607,530,16,36,-7,-5,31,-11,-1887,56,634,470,1587,252,915,602,901,792,686,1,7,0,1,1,9,480373801,116405554,5796,949,2524,0.048480813029090526,1.1007719765673587,0.233754955114577,-118,-235,-61,1,1,-2,34.3,-15,-35,5,-6.616450165054346,579.5999792797231,-14.863433844957434,16.269575238772333,66.00378645425451
